name,positions,company
นาย ฐาปน สิริวัฒนภักดี,"ประธานคณะกรรมการบริหาร,รองประธานกรรมการ",amarin
นาง ระริน อุทกะพันธุ์ ปัญจรุ่งโรจน์,"กรรมการผู้อำนวยการใหญ่,กรรมการ",amarin
นาย นรรัตน์ ลิ่มนรรัตน์,กรรมการ,amarin
นาย กำพล ปุญโสณี,กรรมการ,amarin
นาย โชคชัย ปัญจรุ่งโรจน์,กรรมการ,amarin
นาย ชีวพัฒน์ ณ ถลาง,กรรมการ,amarin
เรืออากาศโท กมลนัย ชัยเฉนียน,กรรมการ,amarin
นาย สมชาย ภคภาสน์วิวัฒน์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",amarin
นาย ปราโมทย์ พรประภา,กรรมการอิสระ,amarin
นาย สุวิทย์ จินดาสงวน,"กรรมการอิสระ,กรรมการตรวจสอบ",amarin
นาย นันทวัฒน์ บรมานันท์,"กรรมการอิสระ,กรรมการตรวจสอบ",amarin
นาย วิกรม กรมดิษฐ์,"ประธานกรรมการบริษัท,ประธานกรรมการบริหาร,ประธานเจ้าหน้าที่บริหาร (รักษาการ)",amata
นาย จักก์ชัย พานิชพัฒน์,รองประธานกรรมการ,amata
นาย วิบูลย์ กรมดิษฐ์,กรรมการ,amata
นาย อนุชา สิหนาทกถากุล,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",amata
นาย นพพันธป์ เมืองโคตร,"กรรมการอิสระ,กรรมการตรวจสอบ",amata
นาย สมเจตน์ ทิณพงษ์,"กรรมการอิสระ,กรรมการตรวจสอบ",amata
นาย เทวินทร์ วงศ์วานิช,กรรมการอิสระ,amata
นาย อภิชาติ ชินวรรโณ,ประธานกรรมการ,amatav
Dr. HUYNH NGOC PHIEN,รองประธานกรรมการ,amatav
นาง สมหะทัย พานิชชีวะ,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",amatav
นาย อัครเรศร์ ชูช่วย,กรรมการ,amatav
นาง อรนุช อภิศักดิ์ศิริกุล,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",amatav
นาย กิตติ ตั้งจิตรมณีศักดา,"กรรมการอิสระ,กรรมการตรวจสอบ",amatav
นาย วรภัทร โตธนะเกษม,กรรมการอิสระ,amatav
นาย ชาติชาย พยุหนาวีชัย,กรรมการอิสระ,amatav
น.ส. ณฐมน ลิ้มธนาชัย,"กรรมการอิสระ,กรรมการตรวจสอบ",amatav
นาย วีระชัย สุธีรชัย,"ประธานกรรมการ,ประธานกรรมการบริหาร,กรรมการอิสระ",amc
นาย ชูศักดิ์ ยงวงศ์ไพบูลย์,"กรรมการผู้จัดการ,กรรมการ",amc
น.ส. ชนัญญา ยงวงศ์ไพบูลย์,กรรมการ,amc
น.ส. เมธิกานต์ ชุติพงศ์สิริ,กรรมการ,amc
